2026-04-18T06:25:22.082Z | 401 | GET | /api/me | 0.233ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:33.985Z | 401 | GET | /api/me | 0.657ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:33.990Z | 401 | GET | /api/me | 0.268ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:33.994Z | 401 | GET | /api/me | 0.249ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:33.997Z | 401 | GET | /api/me | 0.243ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:35.191Z | 404 | GET | /api/health | 0.196ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:25:44.784Z | 401 | GET | /api/me | 0.248ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:44.795Z | 401 | GET | /api/me | 0.275ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:50.990Z | 401 | GET | /api/me | 0.597ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:51.005Z | 401 | GET | /api/me | 0.558ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:51.013Z | 401 | GET | /api/me | 0.871ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:25:51.064Z | 401 | GET | /api/me | 0.227ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:26:06.728Z | 404 | GET | /api/health | 0.455ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:26:38.373Z | 404 | GET | /api/health | 0.488ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:27:10.018Z | 404 | GET | /api/health | 0.210ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:27:41.614Z | 404 | GET | /api/health | 0.337ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:28:13.151Z | 404 | GET | /api/health | 0.245ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:28:44.746Z | 404 | GET | /api/health | 0.272ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:29:16.319Z | 404 | GET | /api/health | 0.337ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:29:48.114Z | 404 | GET | /api/health | 0.385ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:30:19.645Z | 404 | GET | /api/health | 0.288ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:30:51.215Z | 404 | GET | /api/health | 0.279ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:31:22.794Z | 404 | GET | /api/health | 0.265ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:31:54.416Z | 404 | GET | /api/health | 0.242ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:32:25.947Z | 404 | GET | /api/health | 0.205ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:32:35.624Z | 401 | GET | /api/me | 0.453ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:32:35.629Z | 401 | GET | /api/me | 0.603ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:32:35.641Z | 401 | GET | /api/me | 0.490ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:32:35.659Z | 401 | GET | /api/me | 0.603ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:32:57.510Z | 404 | GET | /api/health | 0.438ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:33:29.133Z | 404 | GET | /api/health | 0.633ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:34:00.720Z | 404 | GET | /api/health | 0.246ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:34:32.268Z | 404 | GET | /api/health | 0.249ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:34:46.416Z | 401 | GET | /api/me | 0.584ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:34:46.425Z | 401 | GET | /api/me | 0.531ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:34:46.430Z | 401 | GET | /api/me | 0.398ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:34:46.455Z | 401 | GET | /api/me | 0.540ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:35:03.875Z | 404 | GET | /api/health | 0.277ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:35:35.464Z | 404 | GET | /api/health | 0.539ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:35:40.650Z | 401 | GET | /api/me | 0.518ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:35:40.656Z | 401 | GET | /api/me | 0.475ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:35:40.702Z | 401 | GET | /api/me | 0.759ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:35:40.720Z | 401 | GET | /api/me | 0.805ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:36:07.073Z | 404 | GET | /api/health | 0.418ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:36:38.669Z | 404 | GET | /api/health | 0.383ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:37:10.233Z | 404 | GET | /api/health | 0.360ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:37:41.834Z | 404 | GET | /api/health | 0.259ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:38:13.437Z | 404 | GET | /api/health | 0.237ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:38:32.862Z | 401 | GET | /api/me | 0.771ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:38:32.891Z | 401 | GET | /api/me | 0.904ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:38:33.209Z | 401 | GET | /api/me | 0.789ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:38:33.226Z | 401 | GET | /api/me | 0.545ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:38:45.013Z | 404 | GET | /api/health | 0.329ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:39:16.588Z | 404 | GET | /api/health | 0.254ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:39:42.067Z | 401 | GET | /api/me | 0.280ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:39:42.071Z | 401 | GET | /api/me | 0.399ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:39:42.076Z | 401 | GET | /api/me | 0.264ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:39:42.080Z | 401 | GET | /api/me | 0.921ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:39:48.177Z | 404 | GET | /api/health | 0.375ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:40:19.805Z | 404 | GET | /api/health | 0.275ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:40:51.908Z | 404 | GET | /api/health | 0.671ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:41:22.963Z | 404 | GET | /api/health | 1.048ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:41:54.596Z | 404 | GET | /api/health | 0.274ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:42:05.362Z | 401 | GET | /api/me | 1.637ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:05.367Z | 401 | GET | /api/me | 0.240ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:05.601Z | 401 | GET | /api/me | 0.344ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:05.609Z | 401 | GET | /api/me | 0.568ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:05.620Z | 401 | GET | /api/me | 0.307ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:05.625Z | 401 | GET | /api/me | 0.455ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:42:26.180Z | 404 | GET | /api/health | 0.292ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:42:57.792Z | 404 | GET | /api/health | 0.241ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:43:29.377Z | 404 | GET | /api/health | 0.200ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:44:00.941Z | 404 | GET | /api/health | 0.592ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:44:32.560Z | 404 | GET | /api/health | 0.373ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:44:48.601Z | 401 | GET | /api/me | 0.491ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:44:48.611Z | 401 | GET | /api/me | 1.231ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:44:48.620Z | 401 | GET | /api/me | 0.674ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:44:48.628Z | 401 | GET | /api/me | 0.455ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:45:04.166Z | 404 | GET | /api/health | 0.266ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:45:04.199Z | 401 | GET | /api/me | 0.227ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:45:04.203Z | 401 | GET | /api/me | 0.320ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:45:04.209Z | 401 | GET | /api/me | 0.274ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:45:04.212Z | 401 | GET | /api/me | 0.229ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:45:35.733Z | 404 | GET | /api/health | 0.371ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:46:01.838Z | 401 | GET | /api/me | 0.757ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:01.847Z | 401 | GET | /api/me | 0.520ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:02.096Z | 401 | GET | /api/me | 0.916ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:02.128Z | 401 | GET | /api/me | 0.513ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:02.135Z | 401 | GET | /api/me | 0.763ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:02.143Z | 401 | GET | /api/me | 0.811ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:46:07.543Z | 404 | GET | /api/health | 0.377ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:46:39.111Z | 404 | GET | /api/health | 0.185ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:47:10.744Z | 404 | GET | /api/health | 0.191ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:47:42.320Z | 404 | GET | /api/health | 0.241ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:48:13.932Z | 404 | GET | /api/health | 0.779ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:48:20.698Z | 401 | GET | /api/me | 0.404ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:20.703Z | 401 | GET | /api/me | 0.301ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:20.954Z | 401 | GET | /api/me | 0.438ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:20.968Z | 401 | GET | /api/me | 0.453ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:20.973Z | 401 | GET | /api/me | 0.244ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:20.977Z | 401 | GET | /api/me | 0.418ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:45.540Z | 404 | GET | /api/health | 0.292ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:48:50.031Z | 401 | GET | /api/me | 0.256ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:50.035Z | 401 | GET | /api/me | 0.239ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:54.046Z | 401 | GET | /api/me | 0.352ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:54.051Z | 401 | GET | /api/me | 0.412ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:54.070Z | 401 | GET | /api/me | 0.216ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:48:54.077Z | 401 | GET | /api/me | 0.910ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: No token provided
2026-04-18T06:49:17.139Z | 404 | GET | /api/health | 0.435ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:49:48.702Z | 404 | GET | /api/health | 0.226ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:50:20.299Z | 404 | GET | /api/health | 0.441ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:50:51.922Z | 404 | GET | /api/health | 0.264ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:51:23.951Z | 404 | GET | /api/health | 0.276ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:51:55.135Z | 404 | GET | /api/health | 0.208ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:52:26.763Z | 404 | GET | /api/health | 0.238ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:52:58.376Z | 404 | GET | /api/health | 0.638ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:53:29.958Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:54:01.547Z | 404 | GET | /api/health | 0.235ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:54:33.159Z | 404 | GET | /api/health | 0.424ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:55:04.753Z | 404 | GET | /api/health | 0.702ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:55:36.364Z | 404 | GET | /api/health | 0.181ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:56:07.950Z | 404 | GET | /api/health | 0.388ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:56:39.543Z | 404 | GET | /api/health | 0.330ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:57:11.130Z | 404 | GET | /api/health | 0.540ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:57:42.731Z | 404 | GET | /api/health | 0.329ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:58:14.396Z | 404 | GET | /api/health | 0.367ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:58:45.997Z | 404 | GET | /api/health | 0.324ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:59:17.575Z | 404 | GET | /api/health | 0.420ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T06:59:49.179Z | 404 | GET | /api/health | 0.387ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:00:20.775Z | 404 | GET | /api/health | 1.569ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:00:52.408Z | 404 | GET | /api/health | 0.388ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:01:24.692Z | 404 | GET | /api/health | 0.280ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:01:55.603Z | 404 | GET | /api/health | 0.239ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:02:27.293Z | 404 | GET | /api/health | 0.259ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:02:58.899Z | 404 | GET | /api/health | 0.326ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:03:30.488Z | 404 | GET | /api/health | 1.105ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:04:02.073Z | 404 | GET | /api/health | 0.476ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:04:33.716Z | 404 | GET | /api/health | 0.343ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:05:05.396Z | 404 | GET | /api/health | 0.832ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:05:37.002Z | 404 | GET | /api/health | 0.376ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:06:08.639Z | 404 | GET | /api/health | 0.398ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:06:40.263Z | 404 | GET | /api/health | 0.371ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:07:11.893Z | 404 | GET | /api/health | 0.423ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:07:43.513Z | 404 | GET | /api/health | 0.712ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:08:15.152Z | 404 | GET | /api/health | 0.424ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:08:46.753Z | 404 | GET | /api/health | 0.402ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:09:18.377Z | 404 | GET | /api/health | 0.219ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:09:50.023Z | 404 | GET | /api/health | 4.520ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:10:21.599Z | 404 | GET | /api/health | 0.464ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:10:53.254Z | 404 | GET | /api/health | 0.398ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:11:24.967Z | 404 | GET | /api/health | 0.548ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:11:56.765Z | 404 | GET | /api/health | 0.268ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:12:03.511Z | 400 | POST | /api/tenant/saved-property | 705.872ms | User: ravikumar@gmail.com (tenant, ID: 692f3acbe0a3bff2c74335da) | IP: ::ffff:172.18.0.1 | Body: {"propertyId":"69a32aaf0c8c05eda63a3e28","action":"save"} | Msg: No error message
2026-04-18T07:12:28.188Z | 404 | GET | /api/health | 0.233ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:12:59.821Z | 404 | GET | /api/health | 0.324ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:13:31.461Z | 404 | GET | /api/health | 0.867ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:14:03.076Z | 404 | GET | /api/health | 0.220ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:14:34.710Z | 404 | GET | /api/health | 0.294ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:15:06.311Z | 404 | GET | /api/health | 0.453ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:15:37.939Z | 404 | GET | /api/health | 0.574ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:16:09.539Z | 404 | GET | /api/health | 0.393ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:16:41.132Z | 404 | GET | /api/health | 0.387ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:17:12.777Z | 404 | GET | /api/health | 0.604ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:17:44.436Z | 404 | GET | /api/health | 0.872ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:18:16.043Z | 404 | GET | /api/health | 0.310ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:18:47.682Z | 404 | GET | /api/health | 0.420ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:19:19.293Z | 404 | GET | /api/health | 0.267ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:19:50.944Z | 404 | GET | /api/health | 0.291ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:20:22.566Z | 404 | GET | /api/health | 0.402ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:20:54.147Z | 404 | GET | /api/health | 0.420ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:21:25.817Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:21:57.769Z | 404 | GET | /api/health | 0.458ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:22:21.397Z | 400 | POST | /api/tenant/saved-property | 196.672ms | User: ravikumar@gmail.com (tenant, ID: 692f3acbe0a3bff2c74335da) | IP: ::ffff:172.18.0.1 | Body: {"propertyId":"69871678307dd253607f63b6","action":"save"} | Msg: No error message
2026-04-18T07:22:29.109Z | 404 | GET | /api/health | 0.288ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:23:00.730Z | 404 | GET | /api/health | 0.353ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:23:32.358Z | 404 | GET | /api/health | 0.231ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:24:04.013Z | 404 | GET | /api/health | 0.206ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:24:35.642Z | 404 | GET | /api/health | 0.407ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:25:07.252Z | 404 | GET | /api/health | 0.362ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:25:38.923Z | 404 | GET | /api/health | 0.310ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:26:10.533Z | 404 | GET | /api/health | 0.250ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:26:34.080Z | 404 | GET | /tenant/debug/saved-listings | 0.523ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Cannot GET /tenant/debug/saved-listings - Route not found
2026-04-18T07:26:34.303Z | 404 | GET | /favicon.ico | 0.341ms | User: guest | IP: ::ffff:172.18.0.1 | Body: - | Msg: Cannot GET /favicon.ico - Route not found
2026-04-18T07:26:42.159Z | 404 | GET | /api/health | 0.325ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:27:13.785Z | 404 | GET | /api/health | 0.353ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:27:45.456Z | 404 | GET | /api/health | 0.252ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
2026-04-18T07:28:17.052Z | 404 | GET | /api/health | 0.254ms | User: guest | IP: ::1 | Body: - | Msg: Cannot GET /api/health - Route not found
